date,category,amount,payment_method,description,month,month_num,day_of_week,is_weekend,week_of_year,transaction_id,quarter,week_part,expense_size,is_essential,cumulative_monthly_spend,day_of_month,vs_monthly_avg
2024-06-20,Transportation,730,UPI,Ola cab,June,6,Thursday,0,25,TXN1470,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,121430,20,-75.65
2024-06-20,Shopping,5945,UPI,Flipkart order,June,6,Thursday,0,25,TXN1471,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,127375,20,98.29
2024-06-20,Education,5307,UPI,Online certification,June,6,Thursday,0,25,TXN1472,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,132682,20,77.01
2024-06-20,Utilities,2487,Net Banking,DTH recharge,June,6,Thursday,0,25,TXN1473,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,135169,20,-17.05
2024-06-21,Food & Dining,2049,UPI,Lunch with friends,June,6,Friday,0,25,TXN1474,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,137218,21,-31.66
2024-06-21,Shopping,705,UPI,Clothes shopping,June,6,Friday,0,25,TXN1475,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,137923,21,-76.48
2024-06-21,Groceries,1271,UPI,Blinkit delivery,June,6,Friday,0,25,TXN1476,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,139194,21,-57.61
2024-06-22,Utilities,1008,Cash,Electricity bill,June,6,Saturday,1,25,TXN1482,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,140202,22,-66.38
2024-06-22,Rent,12000,UPI,Monthly rent,June,6,Saturday,1,25,TXN1477,Q2 (Apr-Jun),Weekend,Very Large (5000+),Essential,152202,22,300.26
2024-06-22,Food & Dining,649,Net Banking,Swiggy delivery,June,6,Saturday,1,25,TXN1478,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,152851,22,-78.35
2024-06-22,Transportation,609,UPI,Ola cab,June,6,Saturday,1,25,TXN1479,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,153460,22,-79.69
2024-06-22,Shopping,4239,Credit Card,Amazon purchase,June,6,Saturday,1,25,TXN1480,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,157699,22,41.39
2024-06-22,Entertainment,2051,Debit Card,Spotify premium,June,6,Saturday,1,25,TXN1481,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,159750,22,-31.59
2024-06-23,Groceries,2567,UPI,Supermarket,June,6,Sunday,1,25,TXN1483,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,162317,23,-14.38
2024-06-24,Food & Dining,2107,UPI,Lunch with friends,June,6,Monday,0,26,TXN1485,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,164424,24,-29.72
2024-06-24,Travel,9426,Credit Card,Weekend trip,June,6,Monday,0,26,TXN1484,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,173850,24,214.4
2024-06-26,Food & Dining,1039,UPI,Restaurant dinner,June,6,Wednesday,0,26,TXN1486,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,174889,26,-65.34
2024-06-26,Rent,12000,UPI,Monthly rent,June,6,Wednesday,0,26,TXN1487,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,186889,26,300.26
2024-06-27,Food & Dining,2147,Credit Card,Lunch with friends,June,6,Thursday,0,26,TXN1488,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,189036,27,-28.39
2024-06-27,Transportation,82,UPI,Ola cab,June,6,Thursday,0,26,TXN1489,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,189118,27,-97.26
2024-06-27,Health,2906,UPI,Doctor consultation,June,6,Thursday,0,26,TXN1490,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,192024,27,-3.07
2024-06-27,Groceries,4474,Debit Card,D-Mart shopping,June,6,Thursday,0,26,TXN1491,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,196498,27,49.23
2024-06-27,Travel,18166,Credit Card,Flight ticket,June,6,Thursday,0,26,TXN1492,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,214664,27,505.92
2024-06-28,Food & Dining,1797,Credit Card,Zomato order,June,6,Friday,0,26,TXN1493,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,216461,28,-40.06
2024-06-28,Transportation,619,UPI,Bus ticket,June,6,Friday,0,26,TXN1494,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,217080,28,-79.35
2024-06-28,Entertainment,1691,Credit Card,Spotify premium,June,6,Friday,0,26,TXN1495,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,218771,28,-43.6
2024-06-28,Education,7241,Credit Card,Books,June,6,Friday,0,26,TXN1496,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,226012,28,141.52
2024-06-29,Transportation,157,Credit Card,Metro card recharge,June,6,Saturday,1,26,TXN1499,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,226169,29,-94.76
2024-06-29,Health,2042,Credit Card,Doctor consultation,June,6,Saturday,1,26,TXN1497,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,228211,29,-31.89
2024-06-29,Food & Dining,1362,UPI,Zomato order,June,6,Saturday,1,26,TXN1498,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,229573,29,-54.57
2024-06-30,Shopping,9982,UPI,Clothes shopping,June,6,Sunday,1,26,TXN1501,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,239555,30,232.95
2024-06-30,Travel,12283,Cash,Flight ticket,June,6,Sunday,1,26,TXN1500,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,251838,30,309.7
2024-07-01,Food & Dining,2120,UPI,Zomato order,July,7,Monday,0,27,TXN1502,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,2120,1,1.92
2024-07-01,Shopping,6905,Net Banking,Amazon purchase,July,7,Monday,0,27,TXN1503,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,9025,1,231.97
2024-07-02,Food & Dining,272,Credit Card,Restaurant dinner,July,7,Tuesday,0,27,TXN1504,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,9297,2,-86.92
2024-07-02,Transportation,92,Credit Card,Uber ride,July,7,Tuesday,0,27,TXN1505,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,9389,2,-95.58
2024-07-02,Utilities,1959,UPI,Electricity bill,July,7,Tuesday,0,27,TXN1506,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,11348,2,-5.82
2024-07-03,Food & Dining,260,Credit Card,Lunch with friends,July,7,Wednesday,0,27,TXN1507,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,11608,3,-87.5
2024-07-03,Transportation,380,Credit Card,Bus ticket,July,7,Wednesday,0,27,TXN1508,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,11988,3,-81.73
2024-07-04,Food & Dining,2111,Net Banking,Restaurant dinner,July,7,Thursday,0,27,TXN1509,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,14099,4,1.49
2024-07-04,Travel,5817,Credit Card,Train ticket,July,7,Thursday,0,27,TXN1510,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,19916,4,179.66
2024-07-05,Food & Dining,941,Credit Card,Cafe coffee,July,7,Friday,0,27,TXN1511,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,20857,5,-54.76
2024-07-05,Transportation,668,Cash,Petrol,July,7,Friday,0,27,TXN1512,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,21525,5,-67.89
2024-07-06,Shopping,5142,Debit Card,Clothes shopping,July,7,Saturday,1,27,TXN1514,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,26667,6,147.21
2024-07-06,Food & Dining,1517,UPI,Zomato order,July,7,Saturday,1,27,TXN1515,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,28184,6,-27.07
2024-07-06,Transportation,87,UPI,Auto rickshaw,July,7,Saturday,1,27,TXN1513,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,28271,6,-95.82
2024-07-07,Food & Dining,712,UPI,Zomato order,July,7,Sunday,1,27,TXN1518,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,28983,7,-65.77
2024-07-07,Shopping,1685,UPI,Flipkart order,July,7,Sunday,1,27,TXN1517,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,30668,7,-18.99
2024-07-07,Groceries,3156,Credit Card,Milk & dairy,July,7,Sunday,1,27,TXN1516,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,33824,7,51.73
2024-07-08,Food & Dining,286,Debit Card,Restaurant dinner,July,7,Monday,0,28,TXN1519,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,34110,8,-86.25
2024-07-08,Transportation,775,UPI,Auto rickshaw,July,7,Monday,0,28,TXN1520,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,34885,8,-62.74
2024-07-09,Food & Dining,1829,UPI,Zomato order,July,7,Tuesday,0,28,TXN1521,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,36714,9,-12.07
2024-07-09,Transportation,687,UPI,Uber ride,July,7,Tuesday,0,28,TXN1522,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,37401,9,-66.97
2024-07-09,Entertainment,2230,UPI,Gaming,July,7,Tuesday,0,28,TXN1523,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,39631,9,7.21
2024-07-09,Health,3911,UPI,Health checkup,July,7,Tuesday,0,28,TXN1524,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,43542,9,88.03
2024-07-10,Food & Dining,218,Debit Card,Swiggy delivery,July,7,Wednesday,0,28,TXN1525,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,43760,10,-89.52
2024-07-10,Transportation,403,Credit Card,Bus ticket,July,7,Wednesday,0,28,TXN1526,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,44163,10,-80.63
2024-07-10,Entertainment,438,UPI,Netflix subscription,July,7,Wednesday,0,28,TXN1527,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,44601,10,-78.94
2024-07-11,Food & Dining,1230,Debit Card,Street food,July,7,Thursday,0,28,TXN1528,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,45831,11,-40.87
2024-07-12,Food & Dining,1296,Credit Card,Zomato order,July,7,Friday,0,28,TXN1529,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,47127,12,-37.69
2024-07-12,Transportation,647,Debit Card,Metro card recharge,July,7,Friday,0,28,TXN1530,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,47774,12,-68.89
2024-07-12,Shopping,7273,Debit Card,Myntra order,July,7,Friday,0,28,TXN1531,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,55047,12,249.66
2024-07-12,Rent,12000,Credit Card,Monthly rent,July,7,Friday,0,28,TXN1532,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,67047,12,476.92
2024-07-13,Food & Dining,3641,Debit Card,Cafe coffee,July,7,Saturday,1,28,TXN1534,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,70688,13,75.05
2024-07-13,Transportation,734,Credit Card,Auto rickshaw,July,7,Saturday,1,28,TXN1533,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,71422,13,-64.71
2024-07-14,Food & Dining,1168,Debit Card,Swiggy delivery,July,7,Sunday,1,28,TXN1535,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,72590,14,-43.85
2024-07-14,Transportation,145,UPI,Metro card recharge,July,7,Sunday,1,28,TXN1536,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,72735,14,-93.03
2024-07-14,Utilities,1218,UPI,Water bill,July,7,Sunday,1,28,TXN1537,Q3 (Jul-Sep),Weekend,Medium (500-2000),Essential,73953,14,-41.44
2024-07-15,Food & Dining,1703,Credit Card,Zomato order,July,7,Monday,0,29,TXN1538,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,75656,15,-18.13
2024-07-15,Transportation,260,Credit Card,Auto rickshaw,July,7,Monday,0,29,TXN1539,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,75916,15,-87.5
2024-07-16,Food & Dining,689,Credit Card,Lunch with friends,July,7,Tuesday,0,29,TXN1540,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,76605,16,-66.88
2024-07-18,Food & Dining,438,Credit Card,Restaurant dinner,July,7,Thursday,0,29,TXN1541,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,77043,18,-78.94
2024-07-18,Transportation,178,Credit Card,Petrol,July,7,Thursday,0,29,TXN1542,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,77221,18,-91.44
2024-07-18,Utilities,1474,Debit Card,DTH recharge,July,7,Thursday,0,29,TXN1543,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,78695,18,-29.14
2024-07-19,Food & Dining,591,UPI,Lunch with friends,July,7,Friday,0,29,TXN1544,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,79286,19,-71.59
2024-07-19,Transportation,454,Cash,Auto rickshaw,July,7,Friday,0,29,TXN1545,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,79740,19,-78.17
2024-07-20,Food & Dining,3286,UPI,Lunch with friends,July,7,Saturday,1,29,TXN1546,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,83026,20,57.98
2024-07-20,Groceries,3906,UPI,D-Mart shopping,July,7,Saturday,1,29,TXN1547,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,86932,20,87.79
2024-07-21,Health,4903,Debit Card,Gym membership,July,7,Sunday,1,29,TXN1550,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,91835,21,135.72
2024-07-21,Education,1919,Credit Card,Coaching fees,July,7,Sunday,1,29,TXN1549,Q3 (Jul-Sep),Weekend,Medium (500-2000),Essential,93754,21,-7.74
2024-07-21,Utilities,2754,Credit Card,Internet bill,July,7,Sunday,1,29,TXN1548,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,96508,21,32.4
2024-07-22,Food & Dining,267,Net Banking,Restaurant dinner,July,7,Monday,0,30,TXN1551,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,96775,22,-87.16
2024-07-22,Transportation,123,UPI,Ola cab,July,7,Monday,0,30,TXN1552,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,96898,22,-94.09
2024-07-22,Shopping,2758,Cash,Clothes shopping,July,7,Monday,0,30,TXN1553,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,99656,22,32.59
2024-07-23,Food & Dining,2144,Credit Card,Restaurant dinner,July,7,Tuesday,0,30,TXN1554,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,101800,23,3.08
2024-07-23,Health,1398,UPI,Pharmacy,July,7,Tuesday,0,30,TXN1555,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,103198,23,-32.79
2024-07-23,Education,1570,Debit Card,Udemy course,July,7,Tuesday,0,30,TXN1556,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,104768,23,-24.52
2024-07-23,Utilities,1417,UPI,Water bill,July,7,Tuesday,0,30,TXN1557,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,106185,23,-31.88
2024-07-23,Travel,15380,Cash,Hotel booking,July,7,Tuesday,0,30,TXN1558,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,121565,23,639.41
2024-07-24,Food & Dining,1335,UPI,Restaurant dinner,July,7,Wednesday,0,30,TXN1559,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,122900,24,-35.82
2024-07-24,Groceries,1804,Debit Card,Blinkit delivery,July,7,Wednesday,0,30,TXN1560,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,124704,24,-13.27
2024-07-25,Food & Dining,2159,Credit Card,Cafe coffee,July,7,Thursday,0,30,TXN1561,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,126863,25,3.8
2024-07-25,Transportation,345,UPI,Ola cab,July,7,Thursday,0,30,TXN1562,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,127208,25,-83.41
2024-07-26,Education,7419,UPI,Stationery,July,7,Friday,0,30,TXN1564,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,134627,26,256.68
2024-07-26,Food & Dining,2335,Cash,Zomato order,July,7,Friday,0,30,TXN1565,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,136962,26,12.26
2024-07-26,Shopping,1757,Debit Card,Amazon purchase,July,7,Friday,0,30,TXN1563,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,138719,26,-15.53
2024-07-27,Food & Dining,2646,Credit Card,Swiggy delivery,July,7,Saturday,1,30,TXN1566,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,141365,27,27.21
2024-07-27,Transportation,325,UPI,Uber ride,July,7,Saturday,1,30,TXN1567,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,141690,27,-84.38
2024-07-27,Shopping,6770,Net Banking,Myntra order,July,7,Saturday,1,30,TXN1568,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,148460,27,225.48
2024-07-27,Entertainment,1077,UPI,Spotify premium,July,7,Saturday,1,30,TXN1569,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,149537,27,-48.22
2024-07-28,Food & Dining,301,Debit Card,Swiggy delivery,July,7,Sunday,1,30,TXN1570,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,149838,28,-85.53
2024-07-28,Transportation,432,Net Banking,Bus ticket,July,7,Sunday,1,30,TXN1571,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,150270,28,-79.23
2024-07-29,Food & Dining,2051,Credit Card,Zomato order,July,7,Monday,0,31,TXN1573,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,152321,29,-1.4
2024-07-29,Transportation,784,UPI,Ola cab,July,7,Monday,0,31,TXN1572,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,153105,29,-62.31
2024-07-30,Food & Dining,2198,Credit Card,Street food,July,7,Tuesday,0,31,TXN1574,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,155303,30,5.67
2024-07-31,Food & Dining,426,Debit Card,Cafe coffee,July,7,Wednesday,0,31,TXN1575,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,155729,31,-79.52
2024-07-31,Transportation,273,UPI,Auto rickshaw,July,7,Wednesday,0,31,TXN1576,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,156002,31,-86.88
2024-08-01,Entertainment,2367,UPI,Amazon Prime,August,8,Thursday,0,31,TXN1577,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,2367,1,-10.75
2024-08-02,Food & Dining,2053,UPI,Lunch with friends,August,8,Friday,0,31,TXN1578,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,4420,2,-22.59
2024-08-02,Transportation,436,Cash,Petrol,August,8,Friday,0,31,TXN1579,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,4856,2,-83.56
2024-08-03,Food & Dining,1049,Credit Card,Zomato order,August,8,Saturday,1,31,TXN1584,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,5905,3,-60.45
2024-08-03,Transportation,766,UPI,Petrol,August,8,Saturday,1,31,TXN1583,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,6671,3,-71.12
2024-08-03,Health,3429,UPI,Gym membership,August,8,Saturday,1,31,TXN1582,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,10100,3,29.3
2024-08-03,Education,9519,UPI,Books,August,8,Saturday,1,31,TXN1581,Q3 (Jul-Sep),Weekend,Very Large (5000+),Essential,19619,3,258.93
2024-08-03,Groceries,1155,Debit Card,Blinkit delivery,August,8,Saturday,1,31,TXN1580,Q3 (Jul-Sep),Weekend,Medium (500-2000),Essential,20774,3,-56.45
2024-08-04,Food & Dining,1684,UPI,Lunch with friends,August,8,Sunday,1,31,TXN1585,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,22458,4,-36.5
2024-08-04,Shopping,9934,UPI,Amazon purchase,August,8,Sunday,1,31,TXN1586,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,32392,4,274.58
2024-08-04,Groceries,2715,UPI,BigBasket order,August,8,Sunday,1,31,TXN1587,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,35107,4,2.37
2024-08-05,Transportation,788,Debit Card,Ola cab,August,8,Monday,0,32,TXN1588,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,35895,5,-70.29
2024-08-06,Food & Dining,1082,Debit Card,Restaurant dinner,August,8,Tuesday,0,32,TXN1589,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,36977,6,-59.2
2024-08-06,Transportation,530,UPI,Auto rickshaw,August,8,Tuesday,0,32,TXN1590,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,37507,6,-80.02
2024-08-07,Food & Dining,1594,UPI,Zomato order,August,8,Wednesday,0,32,TXN1591,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,39101,7,-39.9
2024-08-07,Transportation,499,Debit Card,Metro card recharge,August,8,Wednesday,0,32,TXN1592,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,39600,7,-81.18
2024-08-08,Food & Dining,2424,UPI,Swiggy delivery,August,8,Thursday,0,32,TXN1593,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,42024,8,-8.6
2024-08-08,Transportation,619,Debit Card,Ola cab,August,8,Thursday,0,32,TXN1594,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,42643,8,-76.66
2024-08-09,Transportation,509,UPI,Uber ride,August,8,Friday,0,32,TXN1595,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,43152,9,-80.81
2024-08-09,Entertainment,336,UPI,Gaming,August,8,Friday,0,32,TXN1596,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,43488,9,-87.33
2024-08-09,Groceries,3967,Credit Card,Blinkit delivery,August,8,Friday,0,32,TXN1597,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,47455,9,49.58
2024-08-10,Food & Dining,535,Debit Card,Zomato order,August,8,Saturday,1,32,TXN1599,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,47990,10,-79.83
2024-08-10,Transportation,509,Cash,Petrol,August,8,Saturday,1,32,TXN1598,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,48499,10,-80.81
2024-08-11,Food & Dining,1369,Credit Card,Cafe coffee,August,8,Sunday,1,32,TXN1600,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,49868,11,-48.38
2024-08-11,Shopping,9884,UPI,Home decor,August,8,Sunday,1,32,TXN1601,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,59752,11,272.69
2024-08-11,Groceries,4972,UPI,Vegetable market,August,8,Sunday,1,32,TXN1602,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,64724,11,87.48
2024-08-12,Food & Dining,2187,Credit Card,Street food,August,8,Monday,0,33,TXN1603,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,66911,12,-17.54
2024-08-12,Rent,12000,Debit Card,Monthly rent,August,8,Monday,0,33,TXN1604,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,78911,12,352.48
2024-08-13,Food & Dining,2303,UPI,Lunch with friends,August,8,Tuesday,0,33,TXN1605,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,81214,13,-13.16
2024-08-13,Transportation,634,Cash,Uber ride,August,8,Tuesday,0,33,TXN1606,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,81848,13,-76.09
2024-08-13,Entertainment,2277,Cash,Gaming,August,8,Tuesday,0,33,TXN1607,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,84125,13,-14.14
2024-08-13,Health,1925,Debit Card,Pharmacy,August,8,Tuesday,0,33,TXN1608,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,86050,13,-27.42
2024-08-13,Groceries,3745,Credit Card,Blinkit delivery,August,8,Tuesday,0,33,TXN1609,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,89795,13,41.21
2024-08-13,Travel,4587,UPI,Flight ticket,August,8,Tuesday,0,33,TXN1610,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,94382,13,72.96
2024-08-14,Food & Dining,751,Net Banking,Zomato order,August,8,Wednesday,0,33,TXN1611,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,95133,14,-71.68
2024-08-14,Transportation,240,Debit Card,Uber ride,August,8,Wednesday,0,33,TXN1612,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,95373,14,-90.95
2024-08-15,Food & Dining,1048,UPI,Street food,August,8,Thursday,0,33,TXN1615,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,96421,15,-60.48
2024-08-15,Shopping,1762,UPI,Myntra order,August,8,Thursday,0,33,TXN1614,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,98183,15,-33.56
2024-08-15,Rent,12000,Debit Card,Room rent,August,8,Thursday,0,33,TXN1613,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,110183,15,352.48
2024-08-16,Food & Dining,1185,Credit Card,Lunch with friends,August,8,Friday,0,33,TXN1616,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,111368,16,-55.32
2024-08-16,Transportation,195,UPI,Ola cab,August,8,Friday,0,33,TXN1617,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,111563,16,-92.65
2024-08-16,Entertainment,2631,UPI,Spotify premium,August,8,Friday,0,33,TXN1618,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,114194,16,-0.79
2024-08-16,Education,8504,Credit Card,Coaching fees,August,8,Friday,0,33,TXN1619,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,122698,16,220.65
2024-08-17,Food & Dining,536,Net Banking,Restaurant dinner,August,8,Saturday,1,33,TXN1620,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,123234,17,-79.79
2024-08-17,Transportation,190,Credit Card,Bus ticket,August,8,Saturday,1,33,TXN1621,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,123424,17,-92.84
2024-08-17,Utilities,2435,UPI,Gas cylinder,August,8,Saturday,1,33,TXN1622,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,125859,17,-8.19
2024-08-18,Food & Dining,469,Debit Card,Zomato order,August,8,Sunday,1,33,TXN1623,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,126328,18,-82.32
2024-08-18,Transportation,632,Cash,Metro card recharge,August,8,Sunday,1,33,TXN1624,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,126960,18,-76.17
2024-08-18,Education,9849,UPI,Stationery,August,8,Sunday,1,33,TXN1625,Q3 (Jul-Sep),Weekend,Very Large (5000+),Essential,136809,18,271.37
2024-08-19,Food & Dining,2175,Debit Card,Lunch with friends,August,8,Monday,0,34,TXN1626,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,138984,19,-17.99
